Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
ENSG00000170961	347.306706215558	2.29805915604022	0.179314859026885	12.8157764978956	1.3379224806098e-37	2.70220203408761e-33	HAS2
ENSG00000168209	7372.69274773736	-3.14983710666727	0.247087318523193	-12.7478703702538	3.20378123193825e-37	3.23533847707284e-33	DDIT4
ENSG00000265972	15427.0094814122	-2.3003276838292	0.185375895027816	-12.4089903031029	2.33579775166855e-35	1.57253690634832e-31	TXNIP
ENSG00000116717	792.707189398725	-2.20601115334859	0.183089953275645	-12.0487832012683	1.9683412410396e-33	9.9386470113192e-30	GADD45A
ENSG00000113578	3221.19431076799	2.37987935963373	0.198569693184023	11.9851087115706	4.25286064271865e-33	1.71790052801977e-29	FGF1
ENSG00000137054	332.599721884022	-1.269273856581	0.107627215429682	-11.7932425503499	4.2293774118826e-32	1.42367892646321e-28	POLR1E
ENSG00000168003	1107.42250734846	-1.2318123856101	0.105567086471361	-11.6685268750338	1.84591893740272e-31	5.32600353981753e-28	SLC3A2
ENSG00000112562	37183.0216659377	2.51374753719353	0.217794365590448	11.5418391581374	8.11708857217218e-31	2.04926047365202e-27	SMOC2
ENSG00000165572	272.273459578233	1.16518619491152	0.103182853475784	11.292440126062	1.43010376660916e-29	3.20931175268946e-26	KBTBD6
ENSG00000147872	525.004507006704	-1.21521796897671	0.111723749842797	-10.876988739517	1.48384076115804e-27	2.99691318531089e-24	PLIN2
ENSG00000099860	2840.265446203	-2.63626014400112	0.243158480617907	-10.841736374162	2.18288077627499e-27	4.00796754894782e-24	GADD45B
ENSG00000102359	4021.39315661415	1.65677566349126	0.155683054396907	10.6419781517607	1.90050991093537e-26	2.99802232624801e-23	SRPX2
ENSG00000119669	738.575573297142	-1.10151029663252	0.103519977113017	-10.6405577681876	1.92970689910502e-26	2.99802232624801e-23	IRF2BPL
ENSG00000178035	2338.01679272357	-0.858522897171463	0.0821989500083076	-10.4444508973009	1.55351794995705e-25	2.24117157394875e-22	IMPDH2
ENSG00000089157	28954.9135335196	-1.05578653156599	0.101266307515724	-10.4258420936505	1.88977832745015e-25	2.54452352530072e-22	RPLP0
ENSG00000107372	3700.49290585639	-1.79816588439659	0.174140952699256	-10.3259219415323	5.37994545291572e-25	6.61927695592859e-22	ZFAND5
ENSG00000135821	7697.57867533883	-2.33893276218124	0.226624267356475	-10.3207515658601	5.67769659567001e-25	6.61927695592859e-22	GLUL
ENSG00000180198	516.829900566429	-1.30997458336836	0.126971497555016	-10.3170759469129	5.8992417293021e-25	6.61927695592859e-22	RCC1
ENSG00000181938	163.811258289484	1.44926574514991	0.140786593792078	10.2940607206555	7.49474334623593e-25	7.96691217704879e-22	GINS3
ENSG00000086544	645.870073065049	-1.72754609733459	0.169863417255407	-10.1702068947374	2.69335961937426e-24	2.59037067773819e-21	ITPKC
ENSG00000136938	2044.45843221203	-0.996732606330619	0.0979694933527912	-10.1739079403152	2.59292081019698e-24	2.59037067773819e-21	ANP32B
ENSG00000090621	1794.23982802575	-1.02478868028365	0.100994969882133	-10.146927926011	3.41958594963514e-24	3.13933533749004e-21	PABPC4
ENSG00000175197	342.105643986834	-1.42303900658949	0.140580246324631	-10.1226099953146	4.38561972996829e-24	3.85114616026824e-21	DDIT3
ENSG00000100353	2856.47605850235	-0.892406725523974	0.0884757460905841	-10.0864560623236	6.34178749357404e-24	5.33687841698812e-21	EIF3D
ENSG00000205364	1104.69604199546	-2.64352734307456	0.265809390520401	-9.94519921925659	2.64643971094277e-23	2.13800571367645e-20	MT1M
ENSG00000165507	4764.08374059414	-2.43311967745559	0.245527407522972	-9.9097681273238	3.7752130104019e-23	2.93261450658028e-20	C10orf10
ENSG00000169100	4698.29391288122	-0.958023265990214	0.0978886682811133	-9.78686586315585	1.28208395091254e-22	9.59046279873352e-20	SLC25A6
ENSG00000155893	3289.53647781979	1.63487054050832	0.169888180355841	9.62321532365572	6.38048645342312e-22	4.60238160356382e-19	PXYLP1
ENSG00000221869	3618.90228966812	-1.71706315284862	0.178838369730805	-9.60120110372966	7.9018171779905e-22	5.50320694978876e-19	CEBPD
ENSG00000243056	91.7720469280719	-1.75366288789283	0.182849528983713	-9.59074326108345	8.74527242233108e-22	5.88760890379403e-19	EIF4EBP3
ENSG00000187193	17239.3837059633	-2.21519025624631	0.231366212869592	-9.57438957387821	1.02460766610438e-21	6.46687532259694e-19	MT1X
ENSG00000188487	442.184950120303	2.32635855377137	0.24293029257771	9.57623904819199	1.00643192331043e-21	6.46687532259694e-19	INSC
ENSG00000119138	2348.40841453054	-1.66392866825536	0.17396167990796	-9.56491492342286	1.12293795937818e-21	6.87272059562457e-19	KLF9
